company,Opening Date,issue_price,issue_size_cr,sub_qib,sub_hni,sub_retail,Total (x),Listing Date,Open Price on Listing (Rs.),Close Price on Listing (Rs.),listing_gain_pct,year,positive_listing,gmp_pct,sector,market_mood,pe_vs_sector,promoter_holding,revenue_growth_pct,roce_pct,debt_equity,company_age
SBFC Finance Ltd.,03-Aug-2023,57.0,"1,025.00",82.0,52.08,11.15,52.23,16-Aug-2023,82.00,92.20,61.75,2023,1,40.85073344755987,Finance,bull,1.2,60,20,15,0.5,10
Yatharth Hospital & Trauma Care Services Ltd.,26-Jul-2023,300.0,686.55,35.04,38.54,8.38,26.24,07-Aug-2023,306.10,333.85,11.28,2023,1,4.644991603143658,Other,bull,1.2,60,20,15,0.5,10
Netweb Technologies India Ltd.,17-Jul-2023,500.0,631.00,88.64,84.21,18.74,63.41,27-Jul-2023,947.00,910.40,82.08,2023,1,50.57945828443868,Tech,bull,1.2,60,20,15,0.5,10
Utkarsh Small Finance Bank Ltd.,12-Jul-2023,25.0,500.00,54.91,88.11,76.14,61.41,21-Jul-2023,40.00,48.00,92.0,2023,1,57.523902160288,Finance,bull,1.2,60,20,15,0.5,10
Senco Gold Ltd.,04-Jul-2023,317.0,405.00,76.81,68.13,15.73,54.13,14-Jul-2023,430.00,405.30,27.85,2023,1,13.929208585265751,Other,bull,1.2,60,20,15,0.5,10
Cyient DLM Ltd.,27-Jun-2023,265.0,592.00,39.02,47.07,50.38,40.27,10-Jul-2023,403.00,420.60,58.72,2023,1,35.0534239318146,Other,bull,1.2,60,20,15,0.5,10
ideaForge Technology Ltd.,26-Jun-2023,672.0,567.24,51.13,78.41,82.03,58.23,07-Jul-2023,"1,300.00","1,294.95",92.7,2023,1,45.89619797979278,Tech,bull,1.2,60,20,15,0.5,10
HMA Agro Industries Ltd.,20-Jun-2023,585.0,480.00,1.35,3.13,0.96,1.48,04-Jul-2023,625.00,585.65,0.11,2023,1,-3.00716292400287,Other,neutral,1.2,60,20,15,0.5,10
IKIO Lighting Ltd.,06-Jun-2023,285.0,606.50,66.57,61.16,13.77,47.28,16-Jun-2023,392.50,403.85,41.7,2023,1,24.262295545820518,Other,bull,1.2,60,20,15,0.5,10
Mankind Pharma Ltd.,25-Apr-2023,1080.0,"4,326.36",20.32,3.59,0.89,11.01,09-May-2023,"1,300.00","1,080.00",0.0,2023,0,-3.7433495458945485,Pharma,neutral,1.2,60,20,15,0.5,10
Avalon Technologies Ltd.,03-Apr-2023,436.0,865.00,2.12,0.37,0.84,1.73,18-Apr-2023,436.00,398.00,-8.72,2023,0,-0.334766088205094,Tech,bear,1.2,60,20,15,0.5,10
Udayshivakumar Infra Ltd.,20-Mar-2023,35.0,66.00,40.11,64.49,14.73,32.2,03-Apr-2023,0.00,31.50,-10.0,2023,0,-10.2904241338819,Other,bear,1.2,60,20,15,0.5,10
Global Surfaces Ltd.,13-Mar-2023,140.0,154.98,4.25,33.22,4.98,8.85,23-Mar-2023,164.00,171.05,22.18,2023,1,11.98786653990905,Other,bull,1.2,60,20,15,0.5,10
Divgi TorqTransfer Systems Ltd.,01-Mar-2023,590.0,412.12,3.76,1.37,4.17,3.44,14-Mar-2023,620.00,605.20,2.58,2023,1,1.9402217318582742,Other,neutral,1.2,60,20,15,0.5,10
Sah Polymers Ltd.,30-Dec-2022,65.0,66.30,1.52,32.79,38.62,9.92,12-Jan-2023,85.0,89.25,37.31,2022,1,26.709819867198345,Other,bull,1.2,60,20,15,0.5,10
Radiant Cash Management Services Ltd.,23-Dec-2022,94.0,256.64,1.68,1.07,0.3,1.1,04-Jan-2023,103.0,104.9,11.6,2022,1,2.6524135464616814,Other,bull,1.2,60,20,15,0.5,10
Elin Electronics Ltd.,20-Dec-2022,247.0,475.00,2.53,3.35,2.26,2.56,30-Dec-2022,244.0,227.65,-7.83,2022,0,-1.2085087435351207,Other,bear,1.2,60,20,15,0.5,10
KFin Technologies Ltd.,19-Dec-2022,366.0,"1,500.00",2.41,0.12,1.38,1.96,29-Dec-2022,367.0,363.85,-0.59,2022,0,-0.32330081694123886,Tech,neutral,1.2,60,20,15,0.5,10
Landmark Cars Ltd.,13-Dec-2022,506.0,552.00,4.34,1.34,0.59,2.58,23-Dec-2022,471.0,458.4,-9.41,2022,0,-8.590525953143853,Other,bear,1.2,60,20,15,0.5,10
Abans Holdings Ltd.,12-Dec-2022,270.0,345.60,4.09,1.47,0.39,1.08,23-Dec-2022,273.0,218.4,-19.11,2022,0,-10.079689577210187,Other,bear,1.2,60,20,15,0.5,10
Sula Vineyards Ltd.,12-Dec-2022,357.0,960.35,2.33,1.45,1.58,1.93,22-Dec-2022,358.0,331.15,-7.24,2022,0,-3.74682091327959,Other,bear,1.2,60,20,15,0.5,10
Uniparts India Ltd.,30-Nov-2022,577.0,835.61,26.93,19.55,4.63,17.98,12-Dec-2022,575.0,539.65,-6.47,2022,0,-5.682650631476384,Other,bear,1.2,60,20,15,0.5,10
Dharmaj Crop Guard Ltd.,28-Nov-2022,237.0,251.09,19.61,60.64,22.62,26.69,08-Dec-2022,266.05,266.3,12.36,2022,1,7.625406254970056,Other,bull,1.2,60,20,15,0.5,10
Keystone Realtors Ltd.,14-Nov-2022,541.0,635.00,2.36,2.82,0.53,1.79,24-Nov-2022,555.0,556.85,2.93,2022,1,0.6020592094147204,Other,neutral,1.2,60,20,15,0.5,10
Inox Green Energy Services Ltd.,11-Nov-2022,65.0,740.00,1.1,0.49,4.91,1.39,23-Nov-2022,60.0,59.1,-9.08,2022,0,-5.107447964246256,Other,bear,1.2,60,20,15,0.5,10
Kaynes Technology India Ltd.,10-Nov-2022,587.0,857.82,40.45,20.67,4.21,24.76,22-Nov-2022,778.0,689.95,17.54,2022,1,12.510392023563139,Tech,bull,1.2,60,20,15,0.5,10
Five-Star Business Finance Ltd.,09-Nov-2022,474.0,"1,588.51",1.68,0.82,0.14,1.01,21-Nov-2022,468.8,490.0,3.38,2022,1,6.786050448436056,Finance,neutral,1.2,60,20,15,0.5,10
Archean Chemical Industries Ltd.,09-Nov-2022,407.0,"1,462.30",20.35,13.77,10.06,18.34,21-Nov-2022,450.0,458.15,12.57,2022,1,3.8285535035194527,Other,bull,1.2,60,20,15,0.5,10
Global Health Ltd.,03-Nov-2022,336.0,"2,205.57",12.42,3.95,0.87,7.11,16-Nov-2022,401.0,415.3,23.6,2022,1,20.5591001239688,Other,bull,1.2,60,20,15,0.5,10
Bikaji Foods International Ltd.,03-Nov-2022,300.0,880.86,30.19,7.06,4.64,17.63,16-Nov-2022,322.8,317.45,5.82,2022,1,-2.3642633985675054,Other,neutral,1.2,60,20,15,0.5,10
Fusion Micro Finance Ltd.,02-Nov-2022,368.0,"1,103.99",4.03,1.04,0.5,2.35,15-Nov-2022,359.5,324.8,-11.74,2022,0,-7.499355285106749,Finance,bear,1.2,60,20,15,0.5,10
DCX Systems Ltd.,31-Oct-2022,207.0,500.00,37.02,46.05,63.7,41.04,11-Nov-2022,286.25,308.8,49.18,2022,1,31.27295161945373,Other,bull,1.2,60,20,15,0.5,10
Tracxn Technologies Ltd.,10-Oct-2022,80.0,309.38,1.37,0.71,4.64,1.6,20-Oct-2022,84.5,93.25,16.56,2022,1,10.778975603205096,Tech,bull,1.2,60,20,15,0.5,10
Electronics Mart India Ltd.,04-Oct-2022,59.0,500.00,71.85,66.93,20.33,53.08,17-Oct-2022,90.0,84.5,43.22,2022,1,24.063901440538217,Other,bull,1.2,60,20,15,0.5,10
Harsha Engineers International Ltd.,14-Sep-2022,330.0,755.00,76.81,69.41,17.95,54.91,26-Sep-2022,450.0,486.5,47.42,2022,1,27.827633248928176,Other,bull,1.2,60,20,15,0.5,10
Tamilnad Mercantile Bank Ltd.,05-Sep-2022,510.0,807.84,1.26,2.89,6.0,1.98,15-Sep-2022,495.0,509.65,-0.07,2022,0,-1.5210028039764993,Finance,neutral,1.2,60,20,15,0.5,10
Dreamfolks Services Ltd.,24-Aug-2022,326.0,562.10,28.84,36.57,35.33,30.65,06-Sep-2022,508.7,462.4,41.84,2022,1,23.33590572916737,Other,bull,1.2,60,20,15,0.5,10
Syrma SGS Technology Ltd.,12-Aug-2022,220.0,840.13,39.83,17.68,4.37,24.1,26-Aug-2022,260.0,310.5,41.14,2022,1,27.232806291063078,Tech,bull,1.2,60,20,15,0.5,10
Aether Industries Ltd.,24-May-2022,642.0,808.04,8.34,2.48,0.59,4.72,03-Jun-2022,704.0,774.4,20.62,2022,1,13.443046457895141,Other,bull,1.2,60,20,15,0.5,10
eMudhra Ltd.,20-May-2022,256.0,412.79,2.17,0.7,1.45,1.7,01-Jun-2022,270.0,257.9,0.74,2022,1,-1.6347287857819626,Other,neutral,1.2,60,20,15,0.5,10
Ethos Ltd.,18-May-2022,878.0,402.26,1.37,1.93,0.24,1.06,30-May-2022,825.0,803.1,-8.53,2022,0,-2.419200373700247,Other,bear,1.2,60,20,15,0.5,10
Paradeep Phosphates Ltd.,17-May-2022,42.0,"1,501.73",1.99,0.67,0.86,1.39,27-May-2022,44.0,43.9,4.52,2022,1,3.6338985626298275,Other,neutral,1.2,60,20,15,0.5,10
Delhivery Ltd.,11-May-2022,487.0,"5,235.00",1.73,0.04,0.27,1.33,24-May-2022,495.2,536.35,10.13,2022,1,8.51658635651688,Other,bull,1.2,60,20,15,0.5,10
Venus Pipes & Tubes Ltd.,11-May-2022,326.0,165.42,5.36,14.76,13.33,9.56,24-May-2022,337.5,354.35,8.7,2022,1,7.108886525770837,Other,neutral,1.2,60,20,15,0.5,10
Prudent Corporate Advisory Services Ltd.,10-May-2022,630.0,428.28,1.57,0.74,0.37,1.03,20-May-2022,650.0,561.75,-10.83,2022,0,-8.984985032766218,Other,bear,1.2,60,20,15,0.5,10
Life Insurance Corp.of India,04-May-2022,949.0,"20,557.23",1.73,2.43,1.61,2.05,17-May-2022,872.0,875.25,-7.77,2022,0,-6.342543120590909,Other,bear,1.2,60,20,15,0.5,10
Rainbow Children's Medicare Ltd.,27-Apr-2022,542.0,"1,580.85",16.13,3.81,0.78,8.82,10-May-2022,510.0,450.2,-16.94,2022,0,-7.922119184630214,Other,bear,1.2,60,20,15,0.5,10
Campus Activewear Ltd.,26-Apr-2022,292.0,"1,399.77",61.38,21.54,6.22,35.95,09-May-2022,360.0,378.9,29.76,2022,1,19.687110796300395,Other,bull,1.2,60,20,15,0.5,10
Hariom Pipe Industries Ltd.,30-Mar-2022,153.0,130.05,1.87,6.8,6.94,5.37,13-Apr-2022,220.0,231.0,50.98,2022,1,30.52529521810755,Other,bull,1.2,60,20,15,0.5,10
Veranda Learning Solutions Ltd.,29-Mar-2022,137.0,200.00,1.78,3.81,4.4,2.35,11-Apr-2022,125.0,131.25,-4.2,2022,0,-2.168017850073654,Other,neutral,1.2,60,20,15,0.5,10
Uma Exports Ltd.,28-Mar-2022,68.0,60.00,2.95,1.39,5.81,4.47,07-Apr-2022,76.0,79.8,17.35,2022,1,14.242994687365275,Other,bull,1.2,60,20,15,0.5,10
Vedant Fashions Ltd.,04-Feb-2022,866.0,"3,149.19",3.61,0.81,0.16,1.99,16-Feb-2022,935.0,933.55,7.8,2022,1,2.90528583349251,Other,neutral,1.2,60,20,15,0.5,10
Adani Wilmar Ltd.,27-Jan-2022,230.0,"3,600.00",2.96,59.83,3.39,13.44,08-Feb-2022,227.0,268.25,16.63,2022,1,11.619292143510112,Other,bull,1.2,60,20,15,0.5,10
AGS Transact Technologies Ltd.,19-Jan-2022,175.0,680.00,1.76,24.6,1.88,5.23,31-Jan-2022,175.0,161.05,-7.97,2022,0,-5.388577957301682,Tech,bear,1.2,60,20,15,0.5,10
CMS Info Systems Ltd.,21-Dec-2021,216.0,"1,100.00",1.44,0.86,1.26,1.29,31-Dec-2021,220.20,238.20,10.28,2021,1,5.514956390318338,Tech,bull,1.2,60,20,15,0.5,10
Supriya Lifescience Ltd.,16-Dec-2021,274.0,700.00,13.76,162.87,49.31,39.68,28-Dec-2021,421.00,390.85,42.65,2021,1,28.88633055596157,Other,bull,1.2,60,20,15,0.5,10
HP Adhesives Ltd.,15-Dec-2021,274.0,125.96,1.32,18.21,47.27,8.45,27-Dec-2021,315.00,330.75,20.71,2021,1,14.90224904696409,Other,bull,1.2,60,20,15,0.5,10
Data Patterns (India) Ltd.,14-Dec-2021,585.0,588.22,74.99,254.89,20.21,82.8,24-Dec-2021,856.05,755.00,29.06,2021,1,19.876528908001916,Other,bull,1.2,60,20,15,0.5,10
Medplus Health Services Ltd.,13-Dec-2021,796.0,"1,398.29",46.21,86.27,4.17,37.36,23-Dec-2021,"1,040.00","1,121.15",40.85,2021,1,28.426436421462988,Other,bull,1.2,60,20,15,0.5,10
Metro Brands Ltd.,10-Dec-2021,500.0,"1,367.51",4.01,2.69,0.63,2.63,22-Dec-2021,437.00,493.35,-1.33,2021,0,-0.7349884751017229,Other,neutral,1.2,60,20,15,0.5,10
C.E.Info systems Ltd.,09-Dec-2021,1033.0,"1,039.61",79.28,423.61,13.18,107.8,21-Dec-2021,"1,565.00","1,393.65",34.91,2021,1,22.99185891388489,Tech,bull,1.2,60,20,15,0.5,10
Shriram Properties Ltd.,08-Dec-2021,118.0,600.04,1.37,2.52,8.05,2.2,20-Dec-2021,90.00,99.60,-15.59,2021,0,-10.284800269780368,Other,bear,1.2,60,20,15,0.5,10
Rategain Travel Technologies Ltd.,07-Dec-2021,425.0,"1,335.74",3.97,41.63,5.46,9.73,17-Dec-2021,360.00,340.05,-19.99,2021,0,-11.021500942534672,Tech,bear,1.2,60,20,15,0.5,10
Anand Rathi Wealth Ltd.,02-Dec-2021,550.0,659.38,1.63,24.4,5.62,6.33,14-Dec-2021,600.00,583.55,6.1,2021,1,3.269570836896946,Other,neutral,1.2,60,20,15,0.5,10
Tega Industries Ltd.,01-Dec-2021,453.0,619.23,86.54,661.87,25.84,151.6,13-Dec-2021,760.00,726.05,60.28,2021,1,36.45898789497815,Other,bull,1.2,60,20,15,0.5,10
Star Health & Allied Insurance Co.Ltd.,30-Nov-2021,900.0,"6,018.68",1.01,0.67,0.59,0.95,10-Dec-2021,845.00,906.85,0.76,2021,1,2.2414710763107406,Other,neutral,1.2,60,20,15,0.5,10
Go Fashion (India) Ltd.,17-Nov-2021,690.0,"1,013.61",40.74,259.01,42.26,73.63,30-Nov-2021,"1,310.00","1,253.70",81.7,2021,1,46.565337950299586,Other,bull,1.2,60,20,15,0.5,10
Tarsons Products Ltd.,15-Nov-2021,662.0,"1,023.54",46.9,183.36,8.89,53.86,26-Nov-2021,682.00,818.40,23.63,2021,1,20.45516182705638,Other,bull,1.2,60,20,15,0.5,10
Latent View Analytics Ltd.,10-Nov-2021,197.0,600.00,60.57,875.55,106.09,185.32,23-Nov-2021,512.20,488.75,148.1,2021,1,85.84194785550089,Other,bull,1.2,60,20,15,0.5,10
Sapphire Foods India Ltd.,09-Nov-2021,1180.0,"2,073.25",3.64,3.12,6.65,3.86,18-Nov-2021,"1,350.00","1,211.55",2.67,2021,1,-2.0405658383631966,Other,neutral,1.2,60,20,15,0.5,10
One 97 Communications Ltd.,08-Nov-2021,2150.0,"18,300.00",1.76,0.23,1.27,1.48,18-Nov-2021,"1,950.00","1,560.80",-27.4,2021,0,-12.965667379499795,Other,bear,1.2,60,20,15,0.5,10
S.J.S.Enterprises Ltd.,01-Nov-2021,542.0,800.00,1.28,1.82,0.77,1.18,15-Nov-2021,542.00,510.20,-5.87,2021,0,-1.147011918111192,Other,bear,1.2,60,20,15,0.5,10
PB Fintech Ltd.,01-Nov-2021,980.0,"5,709.71",11.61,8.02,2.65,10.17,15-Nov-2021,"1,150.00","1,202.30",22.68,2021,1,15.480359451156463,Tech,bull,1.2,60,20,15,0.5,10
Sigachi Industries Ltd.,01-Nov-2021,163.0,125.43,32.54,163.23,68.94,64.89,15-Nov-2021,570.00,598.50,267.18,2021,1,162.19303652779283,Other,bull,1.2,60,20,15,0.5,10
Fino Payments Bank Ltd.,29-Oct-2021,577.0,"1,200.29",1.26,0.15,3.78,1.34,12-Nov-2021,544.35,543.90,-5.74,2021,0,-3.480740318540744,Finance,bear,1.2,60,20,15,0.5,10
FSN E-Commerce Ventures Ltd.,28-Oct-2021,1125.0,"5,349.72",37.54,110.16,10.28,45.47,10-Nov-2021,"2,018.00","2,205.80",96.07,2021,1,54.9502368855425,Other,bull,1.2,60,20,15,0.5,10
Aditya Birla Sun Life AMC Ltd.,29-Sep-2021,712.0,"2,768.26",4.74,2.71,2.36,3.58,11-Oct-2021,715.00,699.45,-1.76,2021,0,-0.828586325418821,Other,neutral,1.2,60,20,15,0.5,10
Paras Defence & Space Technologies Ltd.,21-Sep-2021,175.0,170.78,70.75,962.89,100.8,215.09,01-Oct-2021,469.00,492.45,181.4,2021,1,106.80851486546366,Tech,bull,1.2,60,20,15,0.5,10
Sansera Engineering Ltd.,14-Sep-2021,744.0,"1,282.52",11.19,11.16,2.34,8.03,24-Sep-2021,811.50,818.55,10.02,2021,1,8.937359200253253,Other,bull,1.2,60,20,15,0.5,10
Ami Organics Ltd.,01-Sep-2021,610.0,569.64,34.65,155.84,11.3,44.66,14-Sep-2021,910.00,935.00,53.28,2021,1,31.526827855493583,Other,bull,1.2,60,20,15,0.5,10
Vijaya Diagnostic Centre Ltd.,01-Sep-2021,531.0,"1,894.43",5.84,0.88,0.7,3.29,14-Sep-2021,540.00,620.10,16.78,2021,1,7.591508409622465,Other,bull,1.2,60,20,15,0.5,10
Aptus Value Housing Finance India Ltd.,10-Aug-2021,353.0,"2,780.05",13.58,32.71,1.04,12.06,24-Aug-2021,333.00,346.90,-1.73,2021,0,-2.0021575249589803,Finance,neutral,1.2,60,20,15,0.5,10
Chemplast Sanmar Ltd.,10-Aug-2021,541.0,"3,850.00",1.72,1.02,1.64,1.61,24-Aug-2021,550.00,535.60,-1.0,2021,0,0.6387943628268734,Other,neutral,1.2,60,20,15,0.5,10
Nuvoco Vistas Corp.Ltd.,09-Aug-2021,570.0,"5,000.00",2.34,0.6,0.53,1.45,23-Aug-2021,485.00,531.70,-6.72,2021,0,-5.723173658411925,Other,bear,1.2,60,20,15,0.5,10
CarTrade Tech Ltd.,09-Aug-2021,1618.0,"2,998.51",14.73,39.85,2.3,14.15,20-Aug-2021,"1,599.80","1,501.05",-7.23,2021,0,-6.8046611866992945,Tech,bear,1.2,60,20,15,0.5,10
Exxaro Tiles Ltd.,04-Aug-2021,120.0,160.78,7.81,4.56,32.2,16.12,16-Aug-2021,126.00,132.30,10.25,2021,1,6.881061634475737,Other,bull,1.2,60,20,15,0.5,10
Krsnaa Diagnostics Ltd.,04-Aug-2021,954.0,"1,213.33",20.55,114.47,37.15,35.65,16-Aug-2021,"1,005.55",987.00,3.46,2021,1,2.8108997133261684,Other,neutral,1.2,60,20,15,0.5,10
Windlas Biotech Ltd.,04-Aug-2021,460.0,401.54,10.23,14.76,20.59,14.54,16-Aug-2021,437.00,407.15,-11.49,2021,0,-8.41482952611339,Tech,bear,1.2,60,20,15,0.5,10
Devyani International Ltd.,04-Aug-2021,90.0,"1,838.00",38.63,212.03,34.0,64.01,16-Aug-2021,140.90,123.50,37.22,2021,1,20.918885083145028,Other,bull,1.2,60,20,15,0.5,10
Rolex Rings Ltd.,28-Jul-2021,900.0,731.00,57.88,355.67,21.67,89.88,09-Aug-2021,"1,250.00","1,167.00",29.67,2021,1,18.49814981207291,Other,bull,1.2,60,20,15,0.5,10
Glenmark Life Sciences Ltd.,27-Jul-2021,720.0,"1,513.60",15.51,124.82,12.98,31.02,06-Aug-2021,750.00,748.50,3.96,2021,1,-1.9682530244919723,Other,neutral,1.2,60,20,15,0.5,10
Tatva Chintan Pharma Chem Ltd.,16-Jul-2021,1083.0,500.00,76.15,503.11,31.37,124.52,29-Jul-2021,"2,111.85","2,312.20",113.5,2021,1,63.87760867687033,Pharma,bull,1.2,60,20,15,0.5,10
Zomato Ltd.,14-Jul-2021,76.0,"9,375.00",22.53,34.44,6.34,22.58,23-Jul-2021,115.00,125.85,65.59,2021,1,37.19866733624269,Other,bull,1.2,60,20,15,0.5,10
G R Infraprojects Ltd.,07-Jul-2021,837.0,962.37,68.18,236.95,11.11,72.11,19-Jul-2021,"1,715.85","1,747.10",108.73,2021,1,64.59765854486446,Other,bull,1.2,60,20,15,0.5,10
Clean Science & Technology Ltd.,07-Jul-2021,900.0,"1,546.62",65.42,206.03,8.09,66.45,19-Jul-2021,"1,755.00","1,585.25",76.14,2021,1,46.616722696794014,Tech,bull,1.2,60,20,15,0.5,10
India Pesticides Ltd.,23-Jun-2021,296.0,800.00,18.11,52.96,9.66,20.38,05-Jul-2021,350.00,343.15,15.93,2021,1,13.984068650848656,Other,bull,1.2,60,20,15,0.5,10
Dodla Dairy Ltd.,16-Jun-2021,428.0,520.18,34.55,73.33,9.7,31.67,28-Jun-2021,550.00,609.90,42.5,2021,1,28.072978869606057,Other,bull,1.2,60,20,15,0.5,10
Krishna Institute of Medical Sciences Ltd.,16-Jun-2021,825.0,"2,143.74",2.74,1.81,2.13,2.52,28-Jun-2021,"1,009.00",996.95,20.84,2021,1,12.024184410109719,Other,bull,1.2,60,20,15,0.5,10
Shyam Metalics & Energy Ltd.,14-Jun-2021,306.0,908.80,63.52,334.48,10.0,84.58,24-Jun-2021,380.00,376.15,22.92,2021,1,13.694951376291934,Other,bull,1.2,60,20,15,0.5,10
Sona BLW Precision Forgings Ltd.,14-Jun-2021,291.0,"5,550.00",2.03,0.36,1.21,1.69,24-Jun-2021,301.00,361.20,24.12,2021,1,11.464411906086573,Other,bull,1.2,60,20,15,0.5,10
Macrotech Developers Ltd.,07-Apr-2021,486.0,"2,500.00",1.83,1.02,0.24,1.14,19-Apr-2021,436.00,465.25,-4.27,2021,0,-2.6175394079771697,Tech,neutral,1.2,60,20,15,0.5,10
Barbeque-Nation Hospitality Ltd.,24-Mar-2021,500.0,452.87,2.65,3.06,9.22,3.35,07-Apr-2021,489.85,587.80,17.56,2021,1,9.670024083239586,Other,bull,1.2,60,20,15,0.5,10
Nazara Technologies Ltd.,17-Mar-2021,1101.0,582.69,42.3,387.66,67.76,96.29,30-Mar-2021,"1,990.00","1,592.00",44.6,2021,1,27.72815568101427,Tech,bull,1.2,60,20,15,0.5,10
Kalyan Jewellers India Ltd.,16-Mar-2021,87.0,"1,174.82",1.75,1.35,2.18,1.84,26-Mar-2021,73.95,75.20,-13.56,2021,0,-10.617692830656967,Other,bear,1.2,60,20,15,0.5,10
Suryoday Small Finance Bank Ltd.,17-Mar-2021,305.0,581.98,1.47,1.18,2.35,1.7,26-Mar-2021,292.00,277.80,-8.92,2021,0,-3.7939604572764827,Finance,bear,1.2,60,20,15,0.5,10
Craftsman Automation Ltd.,15-Mar-2021,1490.0,823.70,2.7,2.27,2.73,2.64,25-Mar-2021,"1,359.00","1,435.60",-3.65,2021,0,2.408216739007733,Other,neutral,1.2,60,20,15,0.5,10
Laxmi Organic Industries Ltd.,15-Mar-2021,130.0,600.00,71.29,218.79,18.03,74.78,25-Mar-2021,155.50,164.45,26.5,2021,1,15.573719554629426,Other,bull,1.2,60,20,15,0.5,10
Anupam Rasayan India Ltd.,12-Mar-2021,555.0,760.00,27.06,97.7,9.42,31.0,24-Mar-2021,520.00,526.80,-5.08,2021,0,-1.8428648337031757,Other,bear,1.2,60,20,15,0.5,10
Easy Trip Planners Ltd.,08-Mar-2021,187.0,510.00,31.83,383.34,62.95,87.67,19-Mar-2021,212.25,208.45,11.47,2021,1,8.952431975133338,Other,bull,1.2,60,20,15,0.5,10
MTAR Technologies Ltd.,03-Mar-2021,575.0,596.41,66.64,643.47,25.3,138.7,15-Mar-2021,"1,050.00","1,082.50",88.26,2021,1,51.752338584342496,Tech,bull,1.2,60,20,15,0.5,10
Heranba Industries Ltd.,23-Feb-2021,627.0,625.24,27.59,266.77,10.52,57.49,05-Mar-2021,900.00,627.00,0.0,2021,0,0.6722774454312503,Other,neutral,1.2,60,20,15,0.5,10
RailTel Corp.of India Ltd.,16-Feb-2021,94.0,819.24,26.74,72.48,14.76,29.24,26-Feb-2021,109.00,121.35,29.1,2021,1,17.497777202345386,Other,bull,1.2,60,20,15,0.5,10
Nureca Ltd.,15-Feb-2021,400.0,100.00,1.85,30.19,140.53,19.76,25-Feb-2021,615.00,645.75,61.44,2021,1,37.15702829564649,Other,bull,1.2,60,20,15,0.5,10
Stove Kraft Ltd.,25-Jan-2021,385.0,412.62,3.86,31.64,21.05,9.75,05-Feb-2021,498.00,445.95,15.83,2021,1,7.1789706484336,Other,bull,1.2,60,20,15,0.5,10
Home First Finance Co.India Ltd.,21-Jan-2021,518.0,"1,153.72",21.91,37.68,5.76,18.62,03-Feb-2021,618.80,527.55,1.84,2021,1,1.1775305227768282,Finance,neutral,1.2,60,20,15,0.5,10
Indigo Paints Ltd.,20-Jan-2021,1490.0,"1,169.12",76.5,261.93,13.74,81.62,02-Feb-2021,"2,607.50","3,117.15",109.2,2021,1,67.01399487373635,Other,bull,1.2,60,20,15,0.5,10
Indian Railway Finance Corp.Ltd.,18-Jan-2021,26.0,"4,633.38",2.14,2.34,2.88,2.43,29-Jan-2021,24.90,24.80,-4.62,2021,0,1.581430823385125,Finance,neutral,1.2,60,20,15,0.5,10
Antony Waste Handling Cell Ltd.,21-Dec-2020,315.0,299.99,4.46,18.57,13.72,9.82,01-Jan-2021,436.10,407.35,29.32,2020,1,20.46981247825562,Other,bull,1.2,60,20,15,0.5,10
Mrs.Bectors Food Specialities Ltd.,15-Dec-2020,288.0,540.54,71.83,619.66,25.44,137.63,24-Dec-2020,500.00,594.20,106.32,2020,1,70.25154737253466,Other,bull,1.2,60,20,15,0.5,10
Burger King India Ltd.,02-Dec-2020,60.0,810.00,35.18,357.06,56.92,85.64,14-Dec-2020,112.50,135.00,125.0,2020,1,72.69795731133586,Other,bull,1.2,60,20,15,0.5,10
Gland Pharma Ltd.,09-Nov-2020,1500.0,"6,479.55",3.16,0.5,0.19,1.72,20-Nov-2020,"1,710.00","1,819.55",21.3,2020,1,15.396961910162034,Pharma,bull,1.2,60,20,15,0.5,10
Equitas Small Finance Bank Ltd.,20-Oct-2020,33.0,517.60,2.15,0.16,1.53,1.53,02-Nov-2020,31.10,32.80,-0.61,2020,0,0.1840260172150553,Finance,neutral,1.2,60,20,15,0.5,10
Likhitha Infrastructure Ltd.,29-Sep-2020,120.0,61.20,21.0,1.45,19.48,7.96,15-Oct-2020,130.00,136.50,13.75,2020,1,14.819408799653017,Other,bull,1.2,60,20,15,0.5,10
UTI Asset Management Co.Ltd.,29-Sep-2020,554.0,"2,159.88",1.96,0.58,1.97,1.75,12-Oct-2020,500.00,476.20,-14.04,2020,0,-10.848894856065453,Other,bear,1.2,60,20,15,0.5,10
Mazagon Dock Shipbuilders Ltd.,29-Sep-2020,145.0,443.69,89.87,673.67,32.15,155.51,12-Oct-2020,214.90,171.95,18.59,2020,1,8.634834473457673,Other,bull,1.2,60,20,15,0.5,10
Angel Broking Ltd.,22-Sep-2020,306.0,600.00,2.9,0.51,3.36,2.7,05-Oct-2020,275.00,275.80,-9.87,2020,0,-7.720177936332066,Other,bear,1.2,60,20,15,0.5,10
Computer Age Management Services Ltd.,21-Sep-2020,1230.0,"2,243.12",29.9,111.31,4.85,33.02,01-Oct-2020,"1,518.00","1,401.60",13.95,2020,1,1.9983128270705786,Other,bull,1.2,60,20,15,0.5,10
Chemcon Speciality Chemicals Ltd.,21-Sep-2020,340.0,318.00,44.62,445.91,35.79,101.72,01-Oct-2020,731.00,584.80,72.0,2020,1,41.62273493495771,Other,bull,1.2,60,20,15,0.5,10
Route Mobile Ltd.,09-Sep-2020,350.0,600.00,37.31,193.78,11.54,51.76,21-Sep-2020,717.00,651.30,86.09,2020,1,49.37660201533891,Other,bull,1.2,60,20,15,0.5,10
