company,Opening Date,issue_price,issue_size_cr,sub_qib,sub_hni,sub_retail,Total (x),Listing Date,Open Price on Listing (Rs.),Close Price on Listing (Rs.),listing_gain_pct,year,positive_listing,gmp_pct,sector,market_mood,pe_vs_sector,promoter_holding,revenue_growth_pct,roce_pct,debt_equity,company_age
IPO_Synth_1133,,58.69833606025206,662.4182061074383,2.0775122109460664,1.258458466305577,0.540975363095345,3.876946040346988,,,,-12.341691841773514,2021,0,-2.5529508379597403,Auto,bear,1.2,67.45030257241466,22.687828425620374,14.017038880071212,0.0,9.852546089632606
IPO_Synth_1134,,913.0042322011727,618.7273809206217,63.44288958212055,32.303284937476185,12.242675647848758,107.98885016744549,,,,64.51421297171196,2020,1,42.19465931898245,Finance,bull,1.2,68.79310022495875,28.286304646952786,8.961020104865906,0.4522755472419435,12.128298434062499
IPO_Synth_1135,,614.5719020945488,71.9742,18.90899011317932,7.656013033096124,3.19652824907001,29.761531395345454,,,,9.223137072121268,2019,1,8.72106000869282,Auto,bull,1.2,74.89999221212562,20.63518954991037,11.405848936312536,1.763976740839579,6.739795257243326
IPO_Synth_1136,,40.04,71.9742,121.7906631094384,31.05284358346319,35.15645609399937,187.99996278690097,,,,74.37533895249288,2020,1,40.17618768197009,Infra,bull,1.2,46.81360770823709,11.334286520412101,12.922831267183797,0.0,6.071271301329906
IPO_Synth_1137,,443.97617354938103,663.2602027306067,48.51116040695605,17.732017185891596,5.235889185311906,71.47906677815955,,,,37.302750242208575,2019,1,13.626216260864116,Finance,bull,1.2,34.64790571191831,14.520681947415326,17.58083660717588,0.45829453201423687,9.920767374318327
IPO_Synth_1138,,770.3229586848372,77.55699703513025,40.42875527263504,22.35083879835681,11.509437056888835,74.28903112788069,,,,31.92893314237048,2022,1,13.096471994487999,Retail,bear,1.2,49.47778755533478,21.327680573022885,11.819373064926912,0.0,8.76110715246998
IPO_Synth_1139,,547.598509676875,71.9742,2.0,0.6123065863319562,0.5,3.112306586331956,,,,24.932323539426452,2024,1,10.368964787186764,Pharma,bull,1.2,70.47314272809292,8.198277938199851,12.987431715288967,0.03116048445535291,9.48296683039506
IPO_Synth_1140,,273.97226379282546,973.9027097956107,45.297847421511314,26.168990140028644,14.753249087467104,86.22008664900707,,,,23.70963869734558,2022,1,12.37292185397055,Retail,neutral,1.2,43.4058597515524,12.603307229887083,19.609508854158662,1.4971994693152364,8.585957188394227
IPO_Synth_1141,,393.95400065145543,2692.53589766036,64.28670843683872,42.4186874031673,13.077415111197345,119.78281095120336,,,,27.909414226464698,2016,1,49.49014483344801,Pharma,bull,1.2,25.19096916324716,10.114977025293427,7.060834801597167,0.0,16.0
IPO_Synth_1142,,475.73365041945823,71.9742,3.4109155771490896,1.3953686236516378,0.8887966859062502,5.695080886706977,,,,-29.687797848138157,2025,0,-11.559908198151144,Infra,bear,1.2,62.596850061541744,20.692575557863627,16.022788802495306,0.0,8.615056440685311
IPO_Synth_1143,,677.7025157782923,1098.9250226653733,19.250321423332746,5.601704349119881,2.507206666180691,27.35923243863332,,,,-19.676422908508854,2024,0,-11.559908198151144,Infra,neutral,1.2,49.79248831632967,32.0,16.752316709697478,0.0,11.756888055164593
IPO_Synth_1144,,40.04,5182.80946237472,0.5,0.5,0.5,1.5,,,,14.07946776681365,2025,1,0.5350711539227668,Auto,bull,1.2,28.9123909648202,12.434072930751299,16.875729221469985,0.0,11.55578909874825
IPO_Synth_1145,,208.15639961654128,71.9742,34.22776012255966,14.682150574902971,9.41784173910742,58.32775243657005,,,,42.35953442784412,2016,1,12.605183431446687,Finance,bull,1.2,61.34012401481861,24.897978247149748,12.743903554807195,1.2647138547870074,4.933555153253937
IPO_Synth_1146,,974.5371284787688,6549.773516902448,10.0,6.567171263792138,2.375888625830517,18.943059889622653,,,,38.022626488758696,2025,1,27.226491557128135,Finance,bull,1.2,53.04709119882712,16.616741792653073,10.20811679707079,0.8797774128896978,14.39835759661668
IPO_Synth_1147,,426.07638995112535,71.9742,97.83790814403494,55.48772859449505,28.62926462087024,181.95490135940022,,,,31.401297228935647,2021,1,22.529650356247434,Finance,bear,1.2,90.16768898652116,12.078962981709102,21.837816522942123,1.072940975839573,11.877395298700273
IPO_Synth_1148,,936.7317800116584,2044.7112588076973,2.689605338806013,1.8395389606031498,0.6477930191096806,5.176937318518844,,,,8.865544803425864,2025,1,3.974637287719533,Finance,bear,1.2,61.59918613378034,29.3847730096352,11.14577057046152,0.5284321113919421,10.470854873829932
IPO_Synth_1149,,1434.6583119890122,4851.348439778333,49.16653331886391,36.73790021289589,11.914663448621377,97.81909698038118,,,,42.812749258088935,2024,1,34.34562920351176,Infra,bull,1.2,70.54952306814656,32.0,9.973366751296924,0.0,13.172299808261862
IPO_Synth_1150,,246.74997621681166,5645.704156170668,97.74015449873296,34.334464608476004,30.745606818413357,162.82022592562234,,,,71.24170426934171,2025,1,34.58698244241245,FMCG,bull,1.2,59.68986377942945,22.47117513375709,15.090905544589088,0.0,9.856653917313608
IPO_Synth_1151,,40.04,2744.6834267043187,61.93492218061176,37.00058633652629,12.769276462868097,111.70478498000614,,,,19.85454191389386,2017,1,16.274271193690563,Retail,bull,1.2,49.244459104096386,22.17506383091883,11.673949235819933,0.9323277910786647,12.645793901324254
IPO_Synth_1152,,324.1205620823332,71.9742,133.46497729844253,64.49806471623272,43.21077852738916,241.1738205420644,,,,80.25652910154622,2022,1,33.12528066666006,Infra,bull,1.2,51.222956138222095,20.373623570998213,19.72861760293753,2.089002864640708,4.371329730155307
IPO_Synth_1153,,790.2224071970736,71.9742,20.552985665208205,10.209470172669421,3.9678322308810157,34.73028806875864,,,,25.051350716053612,2024,1,18.191543419075174,Infra,neutral,1.2,79.45725699077619,19.11052142081614,13.80671322804114,0.0,12.452579341838149
IPO_Synth_1154,,838.0113398878943,71.9742,10.194371783484701,4.208141882714981,1.8568900557767476,16.25940372197643,,,,2.2268631635838587,2022,1,0.13874558723169084,Finance,neutral,1.2,73.4602011021188,22.040472361772235,20.31213093074685,0.0,10.550902408680502
IPO_Synth_1155,,1190.8973630361327,6439.3812366044995,46.04513882429783,19.39679595040726,13.576654104953425,79.01858887965851,,,,63.570499226497695,2024,1,27.393409112414396,Tech,bull,1.2,33.20467896159109,24.056710506290084,17.01948601121124,0.0,10.597798388238841
IPO_Synth_1156,,402.24984263869675,524.4686777132163,35.978584733729065,21.160479875592497,3.701714251534942,60.84077886085651,,,,38.74262082671416,2023,1,14.684728561693786,Retail,bear,1.2,37.52508858717039,29.980043801897143,13.253052661677755,1.3315279898787544,7.473142475761794
IPO_Synth_1157,,581.5352677081105,2364.1519389409737,13.779748710102094,7.722191276255238,1.9711659063198352,23.473105892677168,,,,31.27985507844249,2016,1,12.319758592423366,Auto,bull,1.2,38.524633934174226,16.86360024889762,20.013075323887378,0.4578569910083595,9.343513655593062
IPO_Synth_1158,,171.6916707609506,71.9742,34.13460686949665,13.969648802323356,4.025884515538306,52.130140187358315,,,,107.25429666111732,2018,1,44.1694697022067,FMCG,bull,1.2,79.08179539691409,20.764319306683465,12.071233344592864,1.055396836642601,9.255638026017218
IPO_Synth_1159,,40.04,71.9742,1.2073635050014344,0.5,0.5,2.2073635050014344,,,,-11.650365409590442,2022,0,-11.559908198151144,Infra,neutral,1.2,28.83526870887706,19.469287064615777,13.559355886187374,0.0,6.582628874156046
IPO_Synth_1160,,401.2772869123987,1590.4683602035605,10.762143737852663,5.802093859049082,2.7660619722541164,19.330299569155862,,,,-4.223446288742271,2019,0,-11.559908198151144,FMCG,neutral,1.2,74.15678236521053,26.144372029273214,17.381216012618125,1.1182358508484804,11.074903673604851
IPO_Synth_1161,,40.04,676.4830506865195,2.540090231651635,1.5740892744950226,0.5,4.614179506146657,,,,-24.9686352231177,2019,0,-11.559908198151144,Retail,neutral,1.2,67.17043265287624,32.0,16.019811734115933,0.21236465821738226,14.719533971795872
IPO_Synth_1162,,634.5837794300842,866.5979264557909,3.366990689297331,1.7821848555697637,0.5,5.649175544867095,,,,5.133865737020204,2026,1,4.428815327914322,Finance,neutral,1.2,62.6426355612212,26.35138670174972,11.968410464280241,0.0,5.736134575901446
IPO_Synth_1163,,40.04,71.9742,30.188099854113673,7.602128410950343,5.302097171232961,43.092325436296974,,,,13.531203652905086,2016,1,6.780349544787314,Infra,bull,1.2,51.48610565618847,24.78946346335334,8.086424120872046,1.4228982374160388,11.470734643639814
IPO_Synth_1164,,162.27645908835655,1330.4886213898637,4.71109454506769,1.8427811716685831,0.8176414752344495,7.371517191970722,,,,-31.753563993386607,2021,0,-11.559908198151144,Finance,bear,1.2,81.39510501100075,25.447246440815572,14.916104234386948,0.46377473378931006,8.738685494642919
IPO_Synth_1165,,506.2575043780151,5554.419136446995,11.3602743082776,7.2625060115750815,1.4118910078852727,20.034671327737954,,,,-0.3858505831547052,2019,0,-9.030730272686174,Tech,bear,1.2,62.042426339262946,27.60453616975184,11.727967989329333,0.189701045558767,8.392266294974771
IPO_Synth_1166,,542.0157197006399,71.9742,6.471826358930077,4.020778113575627,0.9268423164284751,11.419446788934179,,,,3.660878887385847,2016,1,-6.340187308923651,Auto,bear,1.2,34.00424140445259,32.0,15.133405906286814,0.7812907813053334,10.224291146479954
IPO_Synth_1167,,398.61751195644814,3857.7357588851833,59.43587314665196,15.168339511403376,18.5299025681157,93.13411522617103,,,,91.19183171309672,2020,1,65.47608101775907,Auto,bull,1.2,38.19619371074586,9.88768850950089,13.105618101337525,0.0,10.269760541506074
IPO_Synth_1168,,1052.680703854873,71.9742,169.4921116951492,82.22877873018531,46.634955446003886,298.3558458713384,,,,79.28610915180498,2020,1,51.285341616670934,Retail,bull,1.2,30.394360093326267,23.59756964025912,11.770944757133622,0.9307231020371234,10.554035947816569
IPO_Synth_1169,,950.9285984274466,71.9742,23.894767483844536,11.198499896930961,4.1582533551377425,39.251520735913246,,,,11.036305140613141,2021,1,3.3793868715429167,Tech,bull,1.2,81.60601559153963,8.0,13.793297215477176,0.0,6.607402866185197
IPO_Synth_1170,,181.06552258301005,71.9742,9.601286024331998,5.53169153714013,1.5923912038938888,16.725368765366017,,,,13.53269061223488,2017,1,4.421832464259854,Finance,bull,1.2,85.6365910373774,25.708121018098748,14.669590016606037,0.3438948442259737,13.2697716199483
IPO_Synth_1171,,964.5735962499076,4739.5278438323885,0.5,0.5,0.5,1.5,,,,-14.956784766282091,2024,0,-11.559908198151144,FMCG,bear,1.2,79.5529772420262,23.306227726111768,18.12754316351485,1.63929373386781,10.243413782428737
IPO_Synth_1172,,1016.7651010350312,3809.1715625541015,10.69426767762301,5.99635733910347,2.002250139973805,18.692875156700282,,,,-5.583762537212233,2019,0,-11.559908198151144,Retail,bear,1.2,57.42360193111762,16.719038174875426,16.90435021160167,1.1421946463154204,11.781477327248787
IPO_Synth_1173,,372.49879267815595,71.9742,25.557130104678688,18.489536046030036,5.099091604479228,49.14575775518795,,,,4.246830898920604,2022,1,9.761156536358898,Mfg,bull,1.2,34.32518299871836,8.0,24.0,0.32361838978941393,13.643795414098713
IPO_Synth_1174,,430.33114853698294,2274.740475458143,11.963698877167161,5.21467446422373,3.900709154536121,21.07908249592701,,,,5.904131926270013,2021,1,-9.30546178889613,Retail,neutral,1.2,41.02779637450905,19.913631374597855,15.636461814708714,0.3989163406145896,4.2366380438927465
IPO_Synth_1175,,397.49632291119656,4649.741475777641,23.562124652520147,9.86494814574347,6.733558736470237,40.16063153473385,,,,25.97285012410314,2022,1,10.454365109363321,Mfg,neutral,1.2,42.2002823686068,21.337053516582202,11.971810458661988,0.0,11.89137755899049
IPO_Synth_1176,,194.49944528513143,5054.45153761165,28.218333503895543,7.453499104910304,6.202063601447205,41.87389621025306,,,,-21.901599929724824,2021,0,-11.559908198151144,Retail,neutral,1.2,59.17752574904047,19.621352944690603,14.251671873786457,0.0,9.50745244894419
IPO_Synth_1177,,228.42974774627018,465.524834089044,0.5,0.5,0.5,1.5,,,,2.6150733912371646,2019,1,-4.200432597754217,Pharma,bear,1.2,84.97396916933283,16.27143215569544,17.557454694121173,0.6671271717357716,13.056626470263526
IPO_Synth_1178,,865.483959833149,71.9742,40.158671708310656,28.745023961456774,10.60351223335838,79.50720790312582,,,,35.04709194093809,2021,1,15.507454001442932,FMCG,bull,1.2,84.90332357831078,14.619268940353548,19.515415434703318,0.0,7.595999262010344
IPO_Synth_1179,,564.2235714809947,71.9742,61.56400704383224,45.41890303674767,20.562567858520854,127.54547793910076,,,,35.13942949812162,2021,1,20.2165293021086,Auto,bull,1.2,51.209948977574385,19.689287521502177,21.036615271805037,0.0,12.806038789623534
IPO_Synth_1180,,225.51879871457658,3515.994958729463,237.95452953215496,60.15986646961342,28.43823446366963,326.552630465438,,,,19.305114061745105,2016,1,21.325985784540823,Pharma,bull,1.2,24.0,15.188740605019905,10.423480676859198,0.9801497197180988,6.834982953606291
IPO_Synth_1181,,98.51496436883357,6985.054152662787,9.2752774798611,6.495846375618832,2.895295877606185,18.666419733086116,,,,-4.106995734489593,2023,0,-11.559908198151144,Mfg,neutral,1.2,38.99416942362552,24.855801855194933,20.763032853611566,1.8064444450055333,11.206640130933918
IPO_Synth_1182,,155.86232878131435,1380.3667491580152,10.0,3.369800153404104,1.450286388047894,14.820086541451998,,,,106.37465277661131,2020,1,30.78847724641294,Retail,bull,1.2,81.394816210266,19.527783576362644,14.792906920767178,0.0,10.852773418924077
IPO_Synth_1183,,358.851466601554,71.9742,6.278035316083287,3.3316237593789855,1.7284701496382198,11.338129225100491,,,,-12.465934730712227,2019,0,-5.027990109738625,FMCG,bear,1.2,64.16931682910582,9.652004423445828,10.828720893354859,1.375010279890132,9.533732487662629
IPO_Synth_1184,,726.7479645586328,7767.150739811574,127.96513113477174,75.38047888729875,18.678303592420505,222.023913614491,,,,54.177227434032474,2016,1,25.98752186078659,Infra,bull,1.2,53.59836817891822,21.06019679993308,14.082999261562264,1.224805734057281,6.903743948270892
IPO_Synth_1185,,121.03056009767643,2577.8664650479536,2.0,0.8590587105605791,0.500006777443652,3.3590654880042314,,,,29.106125290321998,2019,1,12.060510868412873,Retail,neutral,1.2,52.34341904970823,22.48514878296418,20.448398282811556,0.0,8.893905633329602
IPO_Synth_1186,,722.8308910129443,71.9742,0.5,0.5,0.5,1.5,,,,-34.30747189473116,2020,0,-11.559908198151144,Finance,bear,1.2,46.48468248389979,29.707927247242804,17.057739998281082,0.0,12.768599091642278
IPO_Synth_1187,,482.09971695675694,1212.2624555568648,30.907081235695305,17.424519002994828,7.276284626617012,55.60788486530714,,,,0.8958724214421225,2025,1,5.447385019284018,Finance,bull,1.2,38.33207970180291,25.568834386949753,9.54580433499807,2.3031026717173084,14.4633210030254
IPO_Synth_1188,,463.61486700773503,4124.516813027862,127.07949999212721,44.091903578603386,31.774890481056012,202.94629405178662,,,,16.448434298968586,2023,1,20.198222690895115,Infra,bull,1.2,96.0,14.607854666301453,9.579554661471944,0.0,15.862480240807436
IPO_Synth_1189,,765.2194974701094,1338.5917856832511,80.52599345069555,60.16324946173355,20.504340257244532,161.19358316967364,,,,54.71462478442705,2020,1,25.556993486106666,Finance,bull,1.2,90.93269837575998,28.554958767878322,9.45467087969306,0.0,11.580385910586278
IPO_Synth_1190,,702.9014594903643,3589.4393204206835,55.33501753912023,19.474656858795505,14.979173723693997,89.78884812160973,,,,7.036675075979996,2017,1,9.239400304583901,Infra,bull,1.2,45.206407032456916,11.683806945288815,11.708078283912407,2.4657489212499253,10.754279025727335
IPO_Synth_1191,,40.04,71.9742,99.04351132078266,25.27285675230998,11.613584014855109,135.92995208794775,,,,54.105701106318385,2019,1,45.44260908991707,Infra,bull,1.2,28.43030983313666,20.169001641499847,15.348523426744084,0.0,11.346771224419813
IPO_Synth_1192,,44.53840301964098,71.9742,133.87279110768205,96.67520474944135,36.92838785621093,267.4763837133343,,,,59.342326819112515,2026,1,34.0960254958736,FMCG,neutral,1.2,63.042330209187966,24.52440859513106,9.932184789230261,1.8529909069402293,15.785556551637137
IPO_Synth_1193,,336.4225060156885,71.9742,53.881511913302376,25.031402641545284,7.470640971370205,86.38355552621786,,,,10.305517853417644,2017,1,6.736069712312364,Infra,neutral,1.2,57.34557373282166,28.752172762629954,13.072531744151908,0.0,11.561866215450713
IPO_Synth_1194,,536.4173521699048,787.2403753708261,56.15958491006521,25.233055203455255,15.121423875709766,96.51406398923024,,,,66.78027051656157,2022,1,28.525430549306055,Mfg,neutral,1.2,71.30656159860048,31.333406100962645,21.30916171650721,0.6382675160679839,10.261610690411398
IPO_Synth_1195,,880.9417709364429,2391.0178833247583,81.28964764868446,31.527024084658972,10.649708254004045,123.46637998734748,,,,46.08479336845374,2021,1,54.14329492765708,Pharma,bull,1.2,75.38292412802821,27.648342788080924,22.280136871832834,1.5859204123648603,9.174087434633842
IPO_Synth_1196,,437.048229632989,3179.216034660535,189.0631727360962,49.707726202536406,41.56623383192764,280.33713277056023,,,,70.5861059191666,2018,1,54.7209630386569,Infra,neutral,1.2,38.93953863302189,19.180312350934734,21.977129821149447,0.03253415373116936,9.520627436573365
IPO_Synth_1197,,996.7805717656638,7940.902636080743,8.429295861574307,3.2223857541753262,1.6579759592864418,13.309657575036073,,,,-20.86694143418404,2025,0,-11.559908198151144,Auto,bear,1.2,83.04392374980229,23.478031353016217,6.922933040420228,0.5997363125687802,11.159197270251575
IPO_Synth_1198,,173.43175571478005,71.9742,18.744372228928498,8.372177066643053,6.407512268697655,33.5240615642692,,,,-10.936914031331343,2020,0,-7.761928024986047,Pharma,neutral,1.2,53.643082769115715,21.346424053433015,22.531749900419744,1.2444362820115282,7.745684953396074
IPO_Synth_1199,,231.19284403588668,704.4785011196774,116.99424936246162,59.686327286863225,30.14968614555449,206.83026279487933,,,,77.04797406995603,2023,1,44.42842938708536,Auto,bull,1.2,70.94237748215974,15.743390697190442,15.412637958122467,0.0,8.120684641926394
IPO_Synth_1200,,310.40527895838784,71.9742,0.5,0.5,0.5,1.5,,,,-18.884527917010907,2017,0,-10.61331065726753,Mfg,bear,1.2,55.293620351776426,19.306248604181246,15.3508636149703,2.5,9.808536931880464
IPO_Synth_1201,,135.66875686630237,4331.347764101463,10.136827978573987,6.989526406860353,2.78987417088441,19.91622855631875,,,,-15.250374153163012,2026,0,-11.559908198151144,Infra,bear,1.2,76.60482307880406,30.786922796843474,19.630064316674353,1.5377244207679721,8.644254577533342
IPO_Synth_1202,,810.8582088402676,4473.369175983068,5.578762163843073,3.936736817218892,0.82863920549597,10.344138186557934,,,,-3.2651823188665956,2016,0,1.7682014346455512,Finance,neutral,1.2,24.0,23.876969541635756,18.165566098067533,0.142717737136083,11.78946229232234
IPO_Synth_1203,,40.04,356.55337116877894,125.93211176553416,51.453022471926474,21.602091041295058,198.98722527875572,,,,40.76210714141832,2019,1,21.385606059546017,Finance,bull,1.2,73.29000197997205,32.0,6.590948818552753,0.2651771734596122,12.021773567716767
IPO_Synth_1204,,242.81008289255783,6898.771207089775,18.95807909016844,13.835175713554818,3.6894461819851774,36.48270098570843,,,,20.175105167166468,2026,1,10.07461830926814,Tech,bear,1.2,45.02544897858789,13.505008536448148,12.243902101829338,2.4117207435812356,10.787542358186348
IPO_Synth_1205,,807.0334035735713,71.9742,12.528299222226607,8.550151863482977,3.6840260672447163,24.7624771529543,,,,-8.09284301024819,2023,0,-1.7891999893376278,Pharma,bull,1.2,61.322357388566026,17.71065470547678,13.352691650213044,0.14518543351151214,11.469681203455087
IPO_Synth_1206,,308.138523513935,4202.579421997634,7.284017323786436,5.199458367839893,2.4475772106728004,14.931052902299129,,,,-13.120532496320022,2023,0,-2.301025036271001,Retail,bear,1.2,82.40465325803524,22.49155097546811,9.013800943618175,0.02784150752937764,10.35278009173494
IPO_Synth_1207,,781.3048834675975,5307.797372223841,6.514557466325732,3.9293559283593655,2.15686440356321,12.600777798248307,,,,-9.469993871143924,2019,0,-3.126144808401035,Pharma,bear,1.2,45.54330043470449,24.45414715680786,19.487205918598743,1.6461653994261265,4.0
IPO_Synth_1208,,1165.519812011951,71.9742,23.508331923787125,8.207603132965755,3.3539550599214922,35.06989011667437,,,,-10.097969946293798,2024,0,-6.744212365599216,Mfg,bear,1.2,42.719772505837845,19.29929548566571,21.47518323543389,0.0,7.372400913092498
IPO_Synth_1209,,442.2803409269426,3025.309873745981,223.93879874830338,77.84423837210828,25.776110263817834,327.5591473842295,,,,54.53900767733374,2026,1,61.67148249421844,Mfg,neutral,1.2,53.30438683848811,24.803005120692855,14.952470854610496,0.4216678311262319,12.12203411317311
IPO_Synth_1210,,814.1134488995264,71.9742,81.17622699891412,57.17450952363869,24.93191881217374,163.28265533472654,,,,26.07648468612377,2022,1,18.729706919299314,Auto,bull,1.2,52.16873245924474,24.757748390488633,16.343667610583378,0.5841592413729471,7.483549279867988
IPO_Synth_1211,,1241.1651444893525,3667.1415074463416,137.92564295287414,69.44869627211547,23.73073659823643,231.10507582322606,,,,89.1501140406999,2018,1,31.482630946292073,Mfg,bull,1.2,41.09707283746033,11.672462567538798,14.949228816236312,0.0,12.566248054964374
IPO_Synth_1212,,552.1705671465842,71.9742,0.5,0.5,0.5,1.5,,,,5.227642001567711,2025,1,1.7057981950807977,Infra,bear,1.2,61.91289270473336,24.520649449939206,15.446190204236727,0.0,12.734886069534808
IPO_Synth_1213,,398.40438293405487,2998.857095708585,42.643723996551834,26.024353442362962,14.697452280400773,83.36552971931556,,,,7.633583336781015,2016,1,8.266153983911707,Mfg,neutral,1.2,62.84706926567955,26.43958626825246,20.02956887058794,0.5691004437645216,9.203520533249842
IPO_Synth_1214,,723.0914353490192,3486.956817148367,8.154353173744171,2.905038485093216,1.1954730351647909,12.25486469400218,,,,-11.549885881671281,2025,0,-3.1524821908783363,FMCG,neutral,1.2,68.33379250292198,21.776930379857163,7.055256512787968,1.1881807346861675,8.228368424975033
IPO_Synth_1215,,819.3337287554114,4437.417677212762,2.3826478894149314,1.0540355589560657,0.5,3.936683448370997,,,,-14.20014794875102,2016,0,-11.559908198151144,Tech,neutral,1.2,45.24772905881108,8.960232161833318,17.187464776319572,0.0,10.028773303549324
IPO_Synth_1216,,401.56333216189864,3838.942945832036,5.054876371298443,3.7098374983066664,1.6018889902892022,10.366602859894313,,,,-1.4809911849608577,2016,0,-11.559908198151144,Retail,neutral,1.2,43.007957314609975,18.3389822553994,15.053341632175782,0.0,9.867965696094801
IPO_Synth_1217,,249.54795625301503,1667.262119199573,0.5,0.5,0.5,1.5,,,,-12.764435208462023,2016,0,-11.559908198151144,Mfg,bear,1.2,57.86525868612282,22.62764140586103,11.789377259205411,1.7560813309491756,11.881009681247878
IPO_Synth_1218,,1001.4599625078864,531.4158953555532,15.458632343886896,9.387902695184293,5.169185042963358,30.015720082034548,,,,-4.440225660544793,2018,0,-11.559908198151144,Mfg,bear,1.2,55.58918097798748,14.80577222039754,12.73491354756877,1.0281278705764487,4.0
IPO_Synth_1219,,322.38402624829615,1328.140626475793,12.464296664974288,9.215974423243088,3.2149139041577364,24.89518499237511,,,,-10.3244920195456,2024,0,-11.559908198151144,Infra,bear,1.2,55.93489845506272,25.509847106626736,23.24566718134608,0.138197063575975,7.79779178598283
IPO_Synth_1220,,822.5828988563801,71.9742,63.273528196835244,19.113254408965286,11.129338552819283,93.51612115861981,,,,57.565327083611265,2020,1,40.96639402458887,Tech,neutral,1.2,47.26986679063334,24.377541410881822,9.02624642445396,1.4208545677634594,6.962810574494614
IPO_Synth_1221,,504.61381720576816,970.76138153851,22.35088962657946,8.627363546712825,6.733812357518555,37.71206553081084,,,,18.180759532978506,2016,1,11.329041523757596,FMCG,neutral,1.2,65.94071881994404,20.806920061301586,14.2414924171312,0.7417397011437652,4.0
IPO_Synth_1222,,1038.8874652034199,765.1095559576286,23.540543409996538,12.32362890911576,6.822424686588805,42.6865970057011,,,,20.242529095339865,2019,1,40.222059690140256,Retail,bull,1.2,43.03536533390704,20.104640809849087,22.332690513354756,2.2892149505518984,8.51555974868692
IPO_Synth_1223,,124.80004384037885,71.9742,10.0,6.718824638733496,3.3340473526971586,20.052871991430653,,,,22.704226073251807,2026,1,21.185537966374238,Retail,bull,1.2,57.80085270687638,21.157318246060132,9.284416159555185,1.1641694406328222,5.501206798982688
IPO_Synth_1224,,124.13925312894827,71.9742,78.55075105234752,39.5311316594281,17.205892643141244,135.28777535491687,,,,74.6021595777974,2021,1,29.22745547192956,FMCG,bull,1.2,54.48536828814182,19.97564298373682,12.94725610351292,0.0,8.837545165235015
IPO_Synth_1225,,706.7025184425402,71.9742,1.0588372838456817,0.5,0.5,2.0588372838456817,,,,-8.69194826905262,2024,0,-7.2070929689049645,Retail,neutral,1.2,59.39775270842691,12.287075115592124,15.19039222996854,0.0,8.536120277111685
IPO_Synth_1226,,40.04,71.9742,165.91344563827252,52.029156067090035,30.022996153395678,247.96559785875823,,,,18.81573381855635,2018,1,23.630479950196065,Tech,bull,1.2,81.33485673723253,17.41935851553056,16.85697130309599,0.0,11.360139443063792
IPO_Synth_1227,,454.6607141071106,720.3819260540673,13.509825475250102,5.9169210195652875,2.2587020960755484,21.68544859089094,,,,31.930765417747295,2021,1,28.0621125161365,FMCG,bull,1.2,36.33899992940531,20.4348534051755,14.638594476687027,0.8095600403351807,9.249501859064761
IPO_Synth_1228,,943.7367131059019,2460.125331859973,13.491949935786568,5.548838795262739,4.710470854946903,23.75125958599621,,,,-17.82308026192134,2024,0,-0.18945023307947828,Tech,neutral,1.2,24.0,28.51161697671759,10.9708640737179,0.1965107053366399,4.925609783551608
IPO_Synth_1229,,40.04,71.9742,110.6809942737305,39.827373228236254,38.10900247671355,188.6173699786803,,,,34.60414121685866,2023,1,24.40073141772637,Auto,bull,1.2,49.30455389849049,24.152263685048958,17.013311266600017,0.0,11.039615587828598
IPO_Synth_1230,,552.1871584471097,2137.924091855614,60.68180249689969,40.66071364482297,14.103155764944711,115.44567190666737,,,,37.81253927515495,2016,1,24.544598916689516,Tech,bull,1.2,39.27649121019793,28.833907827318654,14.54728744355021,1.0891399177339762,16.0
IPO_Synth_1231,,828.7371202570794,1202.9789846543833,0.7368182433069563,0.5,0.5,1.7368182433069563,,,,9.462368296430098,2022,1,0.3969519133189858,FMCG,neutral,1.2,24.0,11.570269431161186,17.824902256749272,1.500117197302251,13.225239076733603
IPO_Synth_1232,,405.97239505066057,71.9742,5.915702986013776,3.9320028680075483,1.1182977598240038,10.966003613845327,,,,-31.005690679041493,2024,0,-11.559908198151144,Mfg,bull,1.2,91.434312031143,17.862936418876554,19.15662332485069,0.39726555497454213,12.037707844278483
IPO_Synth_1233,,98.14032739183182,399.37244660060645,6.592102565779232,4.68593076020385,2.0600226977355542,13.338056023718636,,,,-4.923259909890465,2017,0,-11.559908198151144,Tech,bear,1.2,70.07478423599309,32.0,8.311922043289178,0.709458398899218,9.413635270987664
IPO_Synth_1234,,325.1189158564416,4256.945032978296,26.904547492945213,15.20256286616754,6.960664875421637,49.06777523453439,,,,18.6625138976729,2020,1,14.162975151666899,Infra,neutral,1.2,72.00882709344933,15.542190810590686,19.64908410649049,0.0,8.527279190770939
IPO_Synth_1235,,128.39562262917198,71.9742,23.856846601793603,13.423655916187789,6.662418732272909,43.9429212502543,,,,50.20494786850031,2023,1,19.368140881640855,Tech,bull,1.2,54.861579158507546,15.422433770505018,13.854168649839806,0.0,8.319147900881125
IPO_Synth_1236,,438.4455544306305,1727.0152889530648,8.068551316465028,2.6183163612590654,2.255569435581327,12.94243711330542,,,,-5.121238497750453,2016,0,-4.861647127146201,Auto,bull,1.2,67.57471324970696,18.369471992491903,18.713448617649103,0.018366970406791028,10.721926505652911
